Week,Date,PAYM,Press.Direct,Press.Brand,OOH Spend,Radio,TV,Display.Direct,Display.Brand,FTSE ,Libor,Consumer_Conf,InfRate,VF.Share,Con.VF.Yes,Con.VF.No,BAS.VF,VF.Emotion,VF.Perf.Support,i.Phone,NS.Winter,NS.Spring,NS.Summer,Vodafone_A,Vodafone_B,Vodafone_C,Vodafone_D,O2_A_diff,O2_B_diff,O2_D_diff,Orange_B_diff,Orange_D_diff,T-Mobile_B_diff
102,12/10/2012,66697,106653.13,131772,221212.83,14061.46,968976.71,137658.76,121024.6,5928.78,0.848,-29,0.5,0.133428981,76.5,16.8,95.14563107,32.71250153,2.29279995,1,0,0,0,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
103,12/17/2012,74132,163846.95,122813,465336.38,11775.39,968976.71,109823.81,89665.77,5941.58,0.848,-29,0.5,0.133428981,70,13.4,94.26751592,32.71250153,2.29279995,1,0,0,0,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
104,12/24/2012,43242,19093.25,32087,244123.54,11775.39,510452.73,100856.76,38840.8,5999.733333,0.8346667,-27.75,0.0833333,0.133428981,65,26.6,91.90751445,32.71250153,2.29279995,0,1,0,0,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
105,12/31/2012,46642,2062.53,0,244123.54,11775.39,510452.73,97685.4,18276.1,6056.283333,0.8231111,-26.6666667,-0.2777778,0.118479709,91.7,20.4,91.30434783,33.86807142,2.340299913,0,1,0,0,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
106,1/7/2013,50580,35941.59,0,92679.37,0,510452.73,116085.02,490890.8,6123.2,0.816,-26,-0.5,0.1125,70.6,21.5,92.43697479,34.33029938,2.359299898,0,1,0,0,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
107,1/14/2013,40214,159983.5,0,0,0,510452.73,63181.68,490890.8,6221.44,0.816,-26,-0.5,0.1125,70.6,18.3,90.90909091,34.33029938,2.359299898,0,1,0,0,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
108,1/21/2013,47977,80617.76,0,202475,0,218765.46,54288.71,581438.7,6316.16,0.8005714,-26,-0.1571429,0.1125,78.6,18.5,90.5982906,34.33029938,2.359299898,0,1,0,0,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
109,1/28/2013,47040,109486.24,20286,202475,105761.08,0,72329.36,554563.9,6263.44,0.762,-26,0.7,0.123579147,92.3,17.5,93.5483871,33.70444271,2.039185626,0,1,0,0,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
110,2/4/2013,50844,90321.2,69375,250976.67,105761.08,0,71289.04,556842.3,6326.06,0.762,-26,0.7,0.151277014,75,24.8,93.61702128,32.13980103,1.238899946,0,1,0,0,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
111,2/11/2013,53343,81180.8,37046,48501.67,105761.08,0,68933.29,554451.7,6343.98,0.762,-26,0.7,0.151277014,83.3,12.8,96.37681159,32.13980103,1.238899946,0,1,0,0,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
112,2/18/2013,55916,89379.5,62439,192449.67,105761.08,0,73030.13,598677.3,6338.22,0.7542857,-26,0.5857143,0.151277014,68,21.9,94.44444444,32.13980103,1.238899946,0,1,0,0,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
113,2/25/2013,49512,100975.1,51583,151805.14,116176.16,0,76767.9,573674.5,6355.4,0.76,-26,0.8,0.145573047,69.6,14.5,92.45283019,32.31865801,1.58915707,0,1,0,0,13,24,37.25,59.5,-1.81,0.38,-1.5,-0.96,1.5,-0.73
114,3/4/2013,61010,90579.5,46323,151805.14,0,0,81884.76,113048.3,6345.6,0.74,-26,0.4,0.131313131,86.4,18.3,95,32.76580048,2.464799881,0,1,0,0,13,24,37.25,59.5,-1.81,0.06,-1.5,-0.42,1.5,-0.03
115,3/11/2013,56972,160988.4,2395,151805.14,0,0,122816.85,142878.6,6503.6,0.74,-26,0.4,0.131313131,69.6,27,95.51282051,32.76580048,2.464799881,0,1,0,0,13,24,37.25,59.5,-1.81,0.06,-1.5,-0.42,1.5,-0.03
116,3/18/2013,49126,249285.49,0,460887.05,26440.86,0,105868.98,142805.4,6457.9,0.74,-26,0.4,0.131313131,89.5,19.3,92.55319149,32.76580048,2.464799881,0,1,0,0,13,24,37.25,59.5,-0.3,-0.4,-5,-0.42,1.5,-0.03
117,3/25/2013,59365,272973.38,0,316939.05,26440.86,0,78121.19,68078.8,6378.4,0.74,-26,0.4,0.131313131,79.2,23.2,94.71153846,32.76580048,2.464799881,0,0,1,0,13,24,37.25,59.5,-1.81,0.06,-1.5,-0.42,1.5,-0.03
118,4/1/2013,45159,235655.71,0,397900.2,26440.86,0,105996.78,108854.9,6490.7,0.74,-26,0.4,0.119901876,72.7,20.8,94.6969697,35.37614223,2.45005703,0,0,1,0,13,24.46,38.25,52,-1.81,-0.4,6,-0.88,9,-0.49
119,4/8/2013,58181,82304.5,94387,240016.87,27587.24,0,133160.49,18366.37,6276.9,0.72,-27,0.3,0.118,80.8,17,96.77419355,35.81119919,2.447599888,0,0,1,0,13,24.46,38.25,52,-1.81,-0.4,6,-0.88,9,-0.49
120,4/15/2013,51132,93311.7,537930,322443.33,1146.38,0,145782.54,15596.3,6343.6,0.72,-27,0.3,0.118,78.3,21.1,94.26751592,35.81119919,2.447599888,0,0,1,0,13,24.46,38.25,52,-1.81,-0.4,6,-0.88,9,-0.49
121,4/22/2013,53407,89956.1,138591,318093.33,1146.38,183254.94,155161.14,15596.3,6280.6,0.72,-27,0.3,0.118,75,20,95.56962025,35.81119919,2.447599888,0,0,1,0,13,24.46,38.25,52,-1.81,-0.4,6,-0.88,9,-0.49
122,4/29/2013,60642,162046.1,67701,336307.33,1146.38,256556.92,159342.54,14655.14,6458,0.72,-27,0.3,0.131466437,90,21.3,93.33333333,33.92765645,2.560685635,0,0,1,0,13,24.46,38.25,52,-1.81,-0.4,6,-0.88,9,-0.49
123,5/6/2013,53950,93537.6,67726,187399.75,1146.38,256556.92,152578.78,12449.74,6557.3,0.69,-22,0.2,0.141566265,73.7,17.4,96.2962963,32.51499939,2.645499945,0,0,1,0,13,24.46,38.25,52,-1.81,-0.4,4,-0.88,9,-0.49
124,5/13/2013,60025,107897.1,0,187399.75,1146.38,256556.92,209022.51,20221.29,6631.8,0.69,-22,0.2,0.141566265,76.5,13.7,93.96551724,32.51499939,2.645499945,0,0,1,0,13,24.46,38.25,52,-1.81,-0.4,4,-0.88,9,-0.49
125,5/20/2013,68502,176690.5,0,78902.15,1146.38,146603.95,237419.98,20221.29,6755.6,0.69,-22,0.2,0.141566265,64,13.3,92.74193548,32.51499939,2.645499945,0,0,1,0,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
126,5/27/2013,68953,153646.2,0,78902.15,1146.38,0,156572.21,20221.29,6762,0.69,-22,0.2,0.176067908,94.4,14.9,96.72131148,33.7439706,3.255271401,0,0,1,0,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
127,6/3/2013,62333,51583.6,0,78902.15,1146.38,0,187711.01,43369.575,6525.1,0.68,-21,-0.2,0.181818182,73.9,13.6,94.54545455,33.94879913,3.356899977,0,0,1,0,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
128,6/10/2013,70291,142282.1,94498,120718.82,1146.38,0,198843.69,78504.61529,6400.5,0.68,-21,-0.2,0.181818182,76,15.5,94.41624365,33.94879913,3.356899977,0,0,1,0,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
129,6/17/2013,65753,74994.1,339551,120718.82,0,0,5624.725213,85932.92957,6330.5,0.68,-21,-0.2,0.181818182,77.8,20.5,91.40625,33.94879913,3.356899977,0,0,1,0,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
130,6/24/2013,70658,55219.5,0,224185.49,0,0,5624.725213,81522.33186,6029.1,0.68,-21,-0.2,0.181818182,74.1,17.2,95.78947368,33.94879913,3.356899977,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
131,7/1/2013,61165,71404.8,0,103466.67,0,0,35019.17463,55098.64543,6307.8,0.68,-21,-0.2,0.152958153,83.3,21.6,89.62264151,30.74531337,1.948957171,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
132,7/8/2013,58189,157595,67892,200576.02,0,0,39918.24953,53411.21586,6450.1,0.68,-16,-0.1,0.148148148,70.4,19.4,87.35632184,30.21139908,1.714300036,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
133,7/15/2013,43487,125225.23,190354,208138.69,0,0,35097.05649,63231.58814,6586.1,0.68,-16,-0.1,0.148148148,66.7,22.3,86.86131387,30.21139908,1.714300036,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
134,7/22/2013,67333,119032.54,173265,59468.2,0,0,40812.08691,74726.69614,6623.2,0.68,-16,-0.1,0.148148148,72.4,12.9,87.57062147,30.21139908,1.714300036,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
135,7/29/2013,67533,118369.26,169513,0,0,0,57062.48611,75196.55405,6560.3,0.68,-16,-0.1,0.14675521,86.4,13.6,93.16239316,31.16985648,1.539314304,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
136,8/5/2013,60472,76851.98,124281,0,0,0,59797.54973,72949.76795,6619.6,0.67,-13,0.6,0.144897959,76.2,18.2,89,32.44779968,1.305999994,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
137,8/12/2013,62351,57498.5,101077,85500,0,0,51870.19176,65813.236,6574.3,0.67,-13,0.6,0.144897959,50,19.5,88.88888889,32.44779968,1.305999994,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
138,8/19/2013,60143,68718.9,29906,712117.21,0,192629.0323,148560.9417,68279.75743,6465.7,0.67,-13,0.6,0.144897959,87.5,17.9,87.59124088,32.44779968,1.305999994,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
139,8/26/2013,34762,76875.4,388921,797553.41,0,449467.7419,328219.092,54258.80857,6441,0.67,-13,0.6,0.144897959,80,23.9,88.13559322,32.44779968,1.305999994,0,0,0,1,13,24.46,38.25,52,0.25,-0.15,0,-0.85,0,-1.78
140,9/2/2013,52233,74663.6,319446,918799.7,120000,449467.7419,241327.3888,51268.65743,6506.2,0.65,-10,0.4,0.160824742,64.3,12.5,89.51612903,28.21990013,2.868099928,0,0,0,1,13,24.46,40.05,53.25,0,1.12,-1.25,-0.85,-1.25,-1.78
141,9/9/2013,49750,74492.5,125306,806081.85,140000,449467.7419,30405.70854,62366.78643,6530.7,0.65,-10,0.4,0.160824742,52.9,13.3,87.82051282,28.21990013,2.868099928,0,0,0,1,13,24.46,40.05,53.25,0,1.12,-1.25,-0.85,3.25,-1.78
142,9/16/2013,77502,68393.5,549100,337751.96,40000,449467.7419,0,74892.52314,6622.9,0.65,-10,0.4,0.160824742,77.8,20,86.15384615,28.21990013,2.868099928,0,0,0,1,13,24.46,40.05,53.25,0,1.12,-1.25,-0.85,3.25,-1.78
143,9/23/2013,79064,90085.8,325188,184530.15,0,822227.75,0,80372.08729,6557.4,0.65,-10,0.4,0.160824742,68.8,13.4,85.79234973,28.21990013,2.868099928,0,0,0,0,13,24.46,40.05,53.25,0,1.12,-1.25,-0.85,3.25,-1.78
144,9/30/2013,65769,188293.35,269626,100759.35,0,822227.75,0,78592.14603,6462.2,0.65,-10,0.4,0.166639582,64.3,22.1,84.07079646,27.53018515,2.04860001,0,0,0,0,13,24.46,40.05,53.25,0,1.12,-1.25,-0.85,3.25,-1.78
145,10/7/2013,35308,113962.3,17000,82852.21,0,822227.75,6176.628592,73765.50569,6437.3,0.62,-11,0.1,0.168965517,66.7,15.8,82.8125,27.25429916,1.720800042,0,0,0,0,13,24.46,40.05,53.25,0,1.12,-1.25,-0.85,3.25,-1.78
146,10/14/2013,59695,123171.06,104926,82852.21,3796.5,822227.75,2470.651437,80974.43686,6507.7,0.62,-11,0.1,0.168965517,66.7,9.9,88.14814815,27.25429916,1.720800042,0,0,0,0,13,24.46,40.05,53.25,0,1.12,-1.25,-0.85,3.25,-1.78
147,10/21/2013,73016,297685.47,106879,82852.21,26575.5,0,0,99028.905,6654.2,0.62,-11,0.1,0.168965517,61.1,14.4,86.81318681,27.25429916,1.720800042,0,0,0,0,13,25,39.86,53.25,0,0.58,-1.25,-1.38,-1.25,-2.32
148,10/28/2013,81258,408322.09,170968,167238.83,22779,0,0,112638.4549,6725.8,0.62,-11,0.1,0.17395842,67.9,14.5,88.39779006,27.8333277,1.978200044,0,0,0,0,13,25,39.86,53.25,0,0.58,-1.25,-1.38,-1.25,-2.32
